id,name,legal_name,idno,niche,niche_label,owner_or_manager,locality,sector,address,phone,email,instagram,facebook,telegram,whatsapp,maps_url,outreach_status,demo_site_url,website_status,verified_at,confidence,purchase_score,estimated_budget_mdl,recommended_approach,source_1,source_2,source_3,website_check_summary,notes
"chisinau-bakery-lumen-craft-bakery-263","Lumen Craft Bakery","","","bakery","Пекарни","","Chișinău","Botanica","Bulevardul Dacia 49/14, Chișinău","+37368838823","","","","","","","новый","","verified_no_site","2026-07-15","high","7","6 000–14 000","Предложить сайт с меню выпечки, кофе, фото витрины, заказами и маршрутом.","https://g0.md/en/explore/lumen-craft-bakery-chisinau","https://www.google.com/maps/search/Lumen%20Craft%20Bakery%20Dacia%2049%2F14%20Chisinau","","brand_exact_search: ""Lumen Craft Bakery"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Lumen Craft Bakery"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Lumen Craft Bakery"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: Lumen Craft Bakery social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37368838823"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: lumencraftbakery.md lumencraftbakery.com lumencraftbakery.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-bakery-lab-coffee-bakery-264","LAB Coffee + Bakery","","","bakery","Пекарни","","Chișinău","Telecentru","Strada Vasile Dokuceaev 13, Chișinău","+37379444414","","","","","","","новый","","verified_no_site","2026-07-15","high","7","6 000–14 000","Предложить bakery/cafe сайт с меню, завтраками, картой и формой предзаказа.","https://g0.md/en/explore/lab-coffee-bakery","https://www.google.com/maps/search/LAB%20Coffee%20Bakery%20Vasile%20Dokuceaev%2013%20Chisinau","","brand_exact_search: ""LAB Coffee + Bakery"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""LAB Coffee + Bakery"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""LAB Coffee + Bakery"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: LAB Coffee + Bakery social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37379444414"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: labcoffeebakery.md labcoffeebakery.com labcoffeebakery.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-coffee-cooper-karaoke-bar-kitchen-265","Cooper Karaoke Bar & Kitchen","","","coffee","Кофейни","","Chișinău","Centru","Strada Albișoara 19, Chișinău","+37360071919","","","","","","","новый","","verified_no_site","2026-07-15","high","7","6 000–15 000","Предложить бару сайт с меню, караоке-залами, бронью, афишей и картой.","https://g0.md/en/explore/cooper-karaoke-bar-and-kitchen","https://www.google.com/maps/search/Cooper%20Karaoke%20Bar%20Kitchen%20Albi%C8%99oara%2019%20Chisinau","","brand_exact_search: ""Cooper Karaoke Bar & Kitchen"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Cooper Karaoke Bar & Kitchen"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Cooper Karaoke Bar & Kitchen"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: Cooper Karaoke Bar & Kitchen social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37360071919"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: cooperkaraokebarkitchen.md cooperkaraokebarkitchen.com cooperkaraokebarkitchen.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-coffee-karaoke-bar-blackcat-266","Karaoke Bar BlackCat","","","coffee","Кофейни","","Chișinău","Rîșcani","Strada Albișoara 84/9, Chișinău","+37360488843","","","","","","","новый","","verified_no_site","2026-07-15","high","7","6 000–15 000","Предложить сайт с бронью столов/залов, меню, афишей вечеров и галереей.","https://g0.md/en/explore/karaoke-bar-blackcat","https://www.google.com/maps/search/Karaoke%20Bar%20BlackCat%20Albi%C8%99oara%2084%2F9%20Chisinau","","brand_exact_search: ""Karaoke Bar BlackCat"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Karaoke Bar BlackCat"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Karaoke Bar BlackCat"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: Karaoke Bar BlackCat social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37360488843"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: karaokebarblackcat.md karaokebarblackcat.com karaokebarblackcat.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-coffee-plincuvin-wine-shop-267","Plincuvin Wine Shop","","","coffee","Кофейни","","Chișinău","Centru","Strada Teatrului 6, Chișinău","+37360056022","","","","","","","новый","","verified_no_site","2026-07-15","high","7","6 000–14 000","Предложить wine shop сайт с ассортиментом, дегустациями, картой и заявкой на подбор вина.","https://g0.md/en/explore/plincuvin-wine-shop","https://www.google.com/maps/search/Plincuvin%20Wine%20Shop%20Teatrului%206%20Chisinau","","brand_exact_search: ""Plincuvin Wine Shop"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Plincuvin Wine Shop"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Plincuvin Wine Shop"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: Plincuvin Wine Shop social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37360056022"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: plincuvinwineshop.md plincuvinwineshop.com plincuvinwineshop.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-kids-mega-kids-268","Mega Kids","","","kids","Детские центры, развивающие студии","","Chișinău","Rîșcani","Strada Alecu Russo 1, Chișinău","+37378200028","","","","","","","новый","","verified_no_site","2026-07-15","high","7","6 000–14 000","Предложить детскому центру сайт с пакетами праздников, фото зон, ценами и заявкой.","https://g0.md/en/explore/mega-kids","https://www.google.com/maps/search/Mega%20Kids%20Alecu%20Russo%201%20Chisinau","","brand_exact_search: ""Mega Kids"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Mega Kids"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Mega Kids"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: Mega Kids social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37378200028"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: megakids.md megakids.com megakids.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-coffee-two-guys-coffee-269","Two Guys Coffee","","","coffee","Кофейни","","Chișinău","Centru","Strada Vasile Alecsandri 66, Chișinău","+37379023497","","","","","","","новый","","verified_no_site","2026-07-15","high","7","6 000–14 000","Предложить кофейне лендинг с меню, фото, картой и SEO под запросы coffee Chișinău.","https://g0.md/en/explore/two-guys-coffee","https://www.google.com/maps/search/Two%20Guys%20Coffee%20Vasile%20Alecsandri%2066%20Chisinau","","brand_exact_search: ""Two Guys Coffee"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Two Guys Coffee"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Two Guys Coffee"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: Two Guys Coffee social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37379023497"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: twoguyscoffee.md twoguyscoffee.com twoguyscoffee.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-coffee-restaurant-orfei-vulcanesti-270","Restaurant Orfei Vulcănești","","","coffee","Кофейни","","Chișinău","Vulcănești","Vulcănești, Găgăuzia","+37369922338","","","","","","","новый","","verified_no_site","2026-07-15","high","7","5 000–12 000","Предложить ресторану сайт с меню, банкетами, фото зала, отзывами и картой.","https://g0.md/en/explore/restaurant-orfei-vulcanesti","https://www.google.com/maps/search/Restaurant%20Orfei%20Vulcanesti","","brand_exact_search: ""Restaurant Orfei Vulcănești"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Restaurant Orfei Vulcănești"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Restaurant Orfei Vulcănești"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: Restaurant Orfei Vulcănești social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37369922338"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: restaurantorfeivulcanesti.md restaurantorfeivulcanesti.com restaurantorfeivulcanesti.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-coffee-pensiunea-casa-bunicului-271","Pensiunea Casa Bunicului","","","coffee","Кофейни","","Chișinău","Pașcani","R59P+X7, Pașcani, Cahul","+37379072373","","","","","","","новый","","verified_no_site","2026-07-15","high","7","6 000–15 000","Предложить пансиону сайт с номерами, фото, маршрутами, отзывами и прямым бронированием.","https://g0.md/en/explore/pensiunea-casa-bunicului","https://www.google.com/maps/search/Pensiunea%20Casa%20Bunicului%20Pascani%20Cahul","","brand_exact_search: ""Pensiunea Casa Bunicului"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Pensiunea Casa Bunicului"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Pensiunea Casa Bunicului"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: Pensiunea Casa Bunicului social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37379072373"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: pensiuneacasabunicului.md pensiuneacasabunicului.com pensiuneacasabunicului.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-coffee-fazenda-grill-terrace-272","Fazenda-Grill-Terrace","","","coffee","Кофейни","","Chișinău","Bălți","MD-3100, Bălți","+37361222888","","","","","","","новый","","verified_no_site","2026-07-15","high","7","5 000–12 000","Предложить grill terrace сайт с меню, фото блюд, банкетами, картой и бронью.","https://g0.md/en/explore/fazenda-grill-terrace","https://www.google.com/maps/search/Fazenda%20Grill%20Terrace%20Balti","","brand_exact_search: ""Fazenda-Grill-Terrace"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Fazenda-Grill-Terrace"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Fazenda-Grill-Terrace"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: Fazenda-Grill-Terrace social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37361222888"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: fazendagrillterrace.md fazendagrillterrace.com fazendagrillterrace.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-coffee-mood-coffee-273","MOOD COFFEE","","","coffee","Кофейни","","Chișinău","Buiucani","Armeniasca 42 / Ion Creangă 68 / Liviu Deleanu 3 / Salcîmilor 28 / Decebal 23/1, Chișinău","","","","","","","","новый","","verified_no_site","2026-07-15","medium","6","6 000–14 000","Предложить сети кофеен единый сайт с адресами точек, меню, акциями и картой.","https://g0.md/en/explore/mood-coffee","https://www.google.com/maps/search/MOOD%20COFFEE%20Chisinau","","brand_exact_search: ""MOOD COFFEE"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""MOOD COFFEE"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""MOOD COFFEE"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: MOOD COFFEE social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""MOOD COFFEE"" phone Chișinău => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: moodcoffee.md moodcoffee.com moodcoffee.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-coffee-wine-terrace-by-istorii-cu-cascaval-274","Wine Terrace by Istorii cu Cascaval","","","coffee","Кофейни","","Chișinău","Centru","Strada Alexandru cel Bun 83, Chișinău","+37379903333","","","","","","","новый","","verified_no_site","2026-07-15","high","7","6 000–14 000","Предложить wine terrace сайт с меню, дегустациями, событиями, картой и заявкой на бронь.","https://g0.md/en/explore/wine-terrace-by-istorii-cu-cascaval","https://www.google.com/maps/search/Wine%20Terrace%20by%20Istorii%20cu%20Cascaval%20Alexandru%20cel%20Bun%2083","","brand_exact_search: ""Wine Terrace by Istorii cu Cascaval"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Wine Terrace by Istorii cu Cascaval"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Wine Terrace by Istorii cu Cascaval"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: Wine Terrace by Istorii cu Cascaval social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37379903333"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: wineterracebyistoriicucascaval.md wineterracebyistoriicucascaval.com wineterracebyistoriicucascaval.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-coffee-veya-coffee-boutique-275","VEYA Coffee Boutique","","","coffee","Кофейни","","Chișinău","Centru","31 August 1989 St 25, Chișinău","+37369612069","","","","","","","новый","","verified_no_site","2026-07-15","high","7","6 000–14 000","Предложить кофейне boutique-сайт с меню, фото, адресом, отзывами и быстрыми контактами.","https://g0.md/en/explore/veya-coffee-boutique","https://www.google.com/maps/search/VEYA%20Coffee%20Boutique%2031%20August%201989%2025%20Chisinau","","brand_exact_search: ""VEYA Coffee Boutique"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""VEYA Coffee Boutique"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""VEYA Coffee Boutique"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: VEYA Coffee Boutique social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37369612069"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: veyacoffeeboutique.md veyacoffeeboutique.com veyacoffeeboutique.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-coffee-27-bar-276","27 Bar","","","coffee","Кофейни","","Chișinău","Centru","Strada Ion Inculeț 14, Chișinău","","","","","","","","новый","","verified_no_site","2026-07-15","medium","6","6 000–14 000","Предложить бару сайт с меню коктейлей, событиями, фото, картой и бронью.","https://g0.md/en/explore/27-bar","https://www.google.com/maps/search/27%20Bar%20Ion%20Incule%C8%9B%2014%20Chisinau","","brand_exact_search: ""27 Bar"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""27 Bar"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""27 Bar"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: 27 Bar social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""27 Bar"" phone Chișinău => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: 27bar.md 27bar.com 27bar.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-coffee-agro-pensiunea-casa-verde-277","Agro Pensiunea Casa Verde","","","coffee","Кофейни","","Chișinău","Trebujeni","Trebujeni, Orhei","+37323556099","","","","","","","новый","","verified_no_site","2026-07-15","high","7","6 000–15 000","Предложить агропансиону сайт с фото номеров, бронированием, маршрутами и SEO под отдых в Orhei.","https://g0.md/en/explore/agro-pensiunea-casa-verde","https://www.google.com/maps/search/Agro%20Pensiunea%20Casa%20Verde%20Trebujeni","","brand_exact_search: ""Agro Pensiunea Casa Verde"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Agro Pensiunea Casa Verde"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Agro Pensiunea Casa Verde"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: Agro Pensiunea Casa Verde social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37323556099"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: agropensiuneacasaverde.md agropensiuneacasaverde.com agropensiuneacasaverde.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-craft-at-mount-winery-278","At Mount Winery","","","craft","Ремесленные бренды","","Chișinău","Ceadîr-Lunga","Str. Ion Creangă 7, Ceadîr-Lunga","","","","","","","","новый","","verified_no_site","2026-07-15","medium","6","6 000–14 000","Предложить винодельне сайт с дегустациями, историей бренда, картой, фото и формой визита.","https://g0.md/en/explore/at-mount-winery","https://www.google.com/maps/search/At%20Mount%20Winery%20Ion%20Creanga%207%20Ceadir-Lunga","","brand_exact_search: ""At Mount Winery"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""At Mount Winery"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""At Mount Winery"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: At Mount Winery social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""At Mount Winery"" phone Chișinău => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: atmountwinery.md atmountwinery.com atmountwinery.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-craft-atelierul-elizaveta-dorin-279","Atelierul Elizaveta Dorin","","","craft","Ремесленные бренды","","Chișinău","Colibași","Str. Grănicerilor 68, Colibași, Cahul","+37360365011","","","","","","","новый","","verified_no_site","2026-07-15","high","7","5 000–12 000","Предложить ремесленному ателье сайт-каталог работ, мастер-классов, заказов и туристического маршрута.","https://g0.md/en/explore/atelierul-elizaveta-dorin","https://www.google.com/maps/search/Atelierul%20Elizaveta%20Dorin%20Gr%C4%83nicerilor%2068%20Coliba%C8%99i","","brand_exact_search: ""Atelierul Elizaveta Dorin"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Atelierul Elizaveta Dorin"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Atelierul Elizaveta Dorin"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: Atelierul Elizaveta Dorin social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37360365011"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: atelierulelizavetadorin.md atelierulelizavetadorin.com atelierulelizavetadorin.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-coffee-back-in-the-ussr-restaurant-280","Back in the USSR Restaurant","","","coffee","Кофейни","","Chișinău","Tiraspol","Strada Sverdlov 54A, Tiraspol","+37377551616","","","","","","","новый","","verified_no_site","2026-07-15","high","7","5 000–12 000","Предложить ресторану сайт с меню, атмосферой, фото, отзывами и картой.","https://g0.md/en/explore/back-in-the-ussr-restaurant","https://www.google.com/maps/search/Back%20in%20the%20USSR%20Restaurant%20Sverdlov%2054A%20Tiraspol","","brand_exact_search: ""Back in the USSR Restaurant"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Back in the USSR Restaurant"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Back in the USSR Restaurant"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: Back in the USSR Restaurant social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37377551616"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: backintheussrrestaurant.md backintheussrrestaurant.com backintheussrrestaurant.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-coffee-castravet-family-pension-281","Castravet Family Pension","","","coffee","Кофейни","","Chișinău","Mileștii Mici","Mileștii Mici, Ialoveni","+37368130599","","","","","","","новый","","verified_no_site","2026-07-15","high","7","6 000–15 000","Предложить гостевому дому сайт с номерами, фото, винными турами, отзывами и заявкой на бронирование.","https://g0.md/en/explore/castravet-family-pension","https://www.google.com/maps/search/Castravet%20Family%20Pension%20Milestii%20Mici","","brand_exact_search: ""Castravet Family Pension"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Castravet Family Pension"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Castravet Family Pension"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: Castravet Family Pension social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37368130599"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: castravetfamilypension.md castravetfamilypension.com castravetfamilypension.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-coffee-coffee-box-282","Coffee Box","","","coffee","Кофейни","","Chișinău","Soroca","Str. Independenței 35, Soroca","","","","","","","","новый","","verified_no_site","2026-07-15","medium","6","5 000–12 000","Предложить кофейне сайт с меню, картой, фото напитков и отзывами.","https://g0.md/en/explore/coffee-box","https://www.google.com/maps/search/Coffee%20Box%20Independen%C8%9Bei%2035%20Soroca","","brand_exact_search: ""Coffee Box"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Coffee Box"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Coffee Box"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: Coffee Box social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""Coffee Box"" phone Chișinău => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: coffeebox.md coffeebox.com coffeebox.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-coffee-hotel-restaurant-valea-stancii-283","Hotel-Restaurant Valea Stâncii","","","coffee","Кофейни","","Chișinău","Trebujeni","Unnamed Road, Trebujeni, Orhei","+37369400157","","","","","","","новый","","verified_no_site","2026-07-15","high","7","6 000–16 000","Предложить hotel/restaurant сайт с номерами, меню, фото локации, маршрутами и бронью.","https://g0.md/en/explore/hotel-restaurant-valea-stancii","https://www.google.com/maps/search/Hotel%20Restaurant%20Valea%20Stancii%20Trebujeni","","brand_exact_search: ""Hotel-Restaurant Valea Stâncii"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Hotel-Restaurant Valea Stâncii"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Hotel-Restaurant Valea Stâncii"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: Hotel-Restaurant Valea Stâncii social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37369400157"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: hotelrestaurantvaleastancii.md hotelrestaurantvaleastancii.com hotelrestaurantvaleastancii.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-craft-i-m-winery-284","I'm Winery","","","craft","Ремесленные бренды","","Chișinău","Boșcana","Boșcana, Criuleni","","","","","","","","новый","","verified_no_site","2026-07-15","medium","6","6 000–14 000","Предложить винодельне сайт с дегустациями, историей, каталогом вин и заявкой на визит.","https://g0.md/en/explore/im-winery","https://www.google.com/maps/search/I'm%20Winery%20Boscana%20Criuleni","","brand_exact_search: ""I'm Winery"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""I'm Winery"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""I'm Winery"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: I'm Winery social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""I'm Winery"" phone Chișinău => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: imwinery.md imwinery.com imwinery.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
